cr_id,filename,page_num,page_classification,dropbox_path,doccloud_url
1048968,CPD 0017331.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20050512-cpd-0017331pdf
1048968,CPD 0017331.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20050512-cpd-0017331pdf
1048968,CPD 0017331.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20050512-cpd-0017331pdf
1048968,CPD 0017331.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20050512-cpd-0017331pdf
1048970,CPD 0000090.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054242-cpd-0000090pdf
1048970,CPD 0000090.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054242-cpd-0000090pdf
1048970,CPD 0000090.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054242-cpd-0000090pdf
1048970,CPD 0000090.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054242-cpd-0000090pdf
1048970,CPD 0000095.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037785-cpd-0000095pdf
1048970,CPD 0000095.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037785-cpd-0000095pdf
1048970,CPD 0000095.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037785-cpd-0000095pdf
1048972,CPD 0000129.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035708-cpd-0000129pdf
1048972,CPD 0000129.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035708-cpd-0000129pdf
1048972,CPD 0000129.pdf,6,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035708-cpd-0000129pdf
1048972,CPD 0000129.pdf,7,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035708-cpd-0000129pdf
1048975,CPD 0000212.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048975,CPD 0000212.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048975,CPD 0000212.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048975,CPD 0000212.pdf,6,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048975,CPD 0000212.pdf,7,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048975,CPD 0000212.pdf,8,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051894-cpd-0000212pdf
1048978,CPD 0000262.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051822-cpd-0000262pdf
1048978,CPD 0000262.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051822-cpd-0000262pdf
1048978,CPD 0000262.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051822-cpd-0000262pdf
1048978,CPD 0000262.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051822-cpd-0000262pdf
1048979,CPD 0017351.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032728-cpd-0017351pdf
1048979,CPD 0017351.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032728-cpd-0017351pdf
1048979,CPD 0017351.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032728-cpd-0017351pdf
1048983,CPD 0000299.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,6,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,7,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,8,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,9,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048983,CPD 0000299.pdf,10,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052399-cpd-0000299pdf
1048989,CPD 0000338.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039905-cpd-0000338pdf
1048989,CPD 0000338.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039905-cpd-0000338pdf
1048989,CPD 0000338.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039905-cpd-0000338pdf
1048995,CPD 0000448.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053635-cpd-0000448pdf
1048995,CPD 0000448.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053635-cpd-0000448pdf
1048995,CPD 0000448.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053635-cpd-0000448pdf
1048996,CPD 0000456.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051434-cpd-0000456pdf
1048996,CPD 0000456.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051434-cpd-0000456pdf
1048996,CPD 0000456.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051434-cpd-0000456pdf
1048996,CPD 0000456.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051434-cpd-0000456pdf
1048997,CPD 0000465.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036939-cpd-0000465pdf
1048997,CPD 0000465.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036939-cpd-0000465pdf
1048997,CPD 0000465.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036939-cpd-0000465pdf
1048997,CPD 0000465.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036939-cpd-0000465pdf
1049003,CPD 0000916.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035929-cpd-0000916pdf
1049003,CPD 0000916.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20035929-cpd-0000916pdf
1049016,CPD 0017568.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,6,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049016,CPD 0017568.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049865-cpd-0017568pdf
1049017,CPD 0001210.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20038544-cpd-0001210pdf
1049017,CPD 0001210.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20038544-cpd-0001210pdf
1049017,CPD 0001210.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20038544-cpd-0001210pdf
1049029,CPD 0001404.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037318-cpd-0001404pdf
1049029,CPD 0001404.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037318-cpd-0001404pdf
1049029,CPD 0001404.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037318-cpd-0001404pdf
1049029,CPD 0001404.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037318-cpd-0001404pdf
1049035,CPD 0001601.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039042-cpd-0001601pdf
1049035,CPD 0001601.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039042-cpd-0001601pdf
1049035,CPD 0001601.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039042-cpd-0001601pdf
1049035,CPD 0001601.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039042-cpd-0001601pdf
1049037,CPD 0001630.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053461-cpd-0001630pdf
1049037,CPD 0001630.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053461-cpd-0001630pdf
1049037,CPD 0001630.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053461-cpd-0001630pdf
1049037,CPD 0001630.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20053461-cpd-0001630pdf
1049043,CPD 0001778.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051217-cpd-0001778pdf
1049043,CPD 0001778.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051217-cpd-0001778pdf
1049043,CPD 0001778.pdf,6,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051217-cpd-0001778pdf
1049043,CPD 0001778.pdf,7,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051217-cpd-0001778pdf
1049046,CPD 0001944.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051348-cpd-0001944pdf
1049046,CPD 0001944.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051348-cpd-0001944pdf
1049046,CPD 0001944.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051348-cpd-0001944pdf
1049053,CPD 0017653.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032219-cpd-0017653pdf
1049053,CPD 0017653.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032219-cpd-0017653pdf
1049053,CPD 0017653.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032219-cpd-0017653pdf
1049054,CPD 0002093.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051861-cpd-0002093pdf
1049054,CPD 0002093.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051861-cpd-0002093pdf
1049054,CPD 0002093.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051861-cpd-0002093pdf
1049054,CPD 0002093.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051861-cpd-0002093pdf
1049056,CPD 0002103.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,6,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,7,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,8,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,9,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049056,CPD 0002103.pdf,10,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052738-cpd-0002103pdf
1049070,CPD 0002285.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20040970-cpd-0002285pdf
1049070,CPD 0002285.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20040970-cpd-0002285pdf
1049070,CPD 0002285.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20040970-cpd-0002285pdf
1049070,CPD 0002285.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20040970-cpd-0002285pdf
1049072,CPD 0002306.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039174-cpd-0002306pdf
1049072,CPD 0002306.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039174-cpd-0002306pdf
1049072,CPD 0002306.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20039174-cpd-0002306pdf
1049075,CPD 0002442.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20041941-cpd-0002442pdf
1049075,CPD 0002442.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20041941-cpd-0002442pdf
1049075,CPD 0002442.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20041941-cpd-0002442pdf
1049075,CPD 0002442.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20041941-cpd-0002442pdf
1049076,CPD 0002454.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054081-cpd-0002454pdf
1049076,CPD 0002454.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054081-cpd-0002454pdf
1049076,CPD 0002454.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054081-cpd-0002454pdf
1049077,CPD 0002466.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20038114-cpd-0002466pdf
1049077,CPD 0002466.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20038114-cpd-0002466pdf
1049077,CPD 0002471.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037314-cpd-0002471pdf
1049077,CPD 0002471.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037314-cpd-0002471pdf
1049077,CPD 0002471.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20037314-cpd-0002471pdf
1049080,CPD 0002547.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054399-cpd-0002547pdf
1049080,CPD 0002547.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054399-cpd-0002547pdf
1049080,CPD 0002547.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054399-cpd-0002547pdf
1049080,CPD 0002547.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054399-cpd-0002547pdf
1049081,CPD 0002645.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20050803-cpd-0002645pdf
1049094,CPD 0017805.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049340-cpd-0017805pdf
1049094,CPD 0017805.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049340-cpd-0017805pdf
1049094,CPD 0017805.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049340-cpd-0017805pdf
1049096,CPD 0017815.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20047598-cpd-0017815pdf
1049096,CPD 0017815.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20047598-cpd-0017815pdf
1049096,CPD 0017815.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20047598-cpd-0017815pdf
1049096,CPD 0017815.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20047598-cpd-0017815pdf
1049111,CPD 0018003.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049602-cpd-0018003pdf
1049111,CPD 0018003.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049602-cpd-0018003pdf
1049111,CPD 0018003.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049602-cpd-0018003pdf
1049111,CPD 0018003.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049602-cpd-0018003pdf
1049114,CPD 0018045.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20042056-cpd-0018045pdf
1049114,CPD 0018045.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20042056-cpd-0018045pdf
1049114,CPD 0018045.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20042056-cpd-0018045pdf
1049114,CPD 0018045.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20042056-cpd-0018045pdf
1049114,CPD 0018050.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048769-cpd-0018050pdf
1049114,CPD 0018050.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048769-cpd-0018050pdf
1049114,CPD 0018050.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048769-cpd-0018050pdf
1049114,CPD 0018050.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048769-cpd-0018050pdf
1049127,CPD 0003284.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052912-cpd-0003284pdf
1049127,CPD 0003284.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052912-cpd-0003284pdf
1049127,CPD 0003284.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052912-cpd-0003284pdf
1049132,CPD 0003447.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052022-cpd-0003447pdf
1049132,CPD 0003447.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052022-cpd-0003447pdf
1049132,CPD 0003447.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20052022-cpd-0003447pdf
1049135,CPD 0003546.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036769-cpd-0003546pdf
1049135,CPD 0003546.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036769-cpd-0003546pdf
1049135,CPD 0003546.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036769-cpd-0003546pdf
1049135,CPD 0003546.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20036769-cpd-0003546pdf
1049135,CPD 0003551.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051494-cpd-0003551pdf
1049135,CPD 0003551.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051494-cpd-0003551pdf
1049135,CPD 0003551.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051494-cpd-0003551pdf
1049135,CPD 0003551.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20051494-cpd-0003551pdf
1049135,CPD 0003556.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054286-cpd-0003556pdf
1049135,CPD 0003556.pdf,3,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054286-cpd-0003556pdf
1049135,CPD 0003556.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054286-cpd-0003556pdf
1049135,CPD 0003556.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20054286-cpd-0003556pdf
1049138,CPD 0003697.pdf,2,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20050817-cpd-0003697pdf
1049138,CPD 0003697.pdf,4,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20050817-cpd-0003697pdf
1049138,CPD 0003697.pdf,5,ARREST Report,"/Green v. CPD FOIA Files/Green, C. 2019.09.03 Production",https://beta.documentcloud.org/documents/20050817-cpd-0003697pdf
