"Production::Begin Bates","Production::End Bates","File Name","Log Number","FILE_PATH"
"CPD 0039024","CPD 0039025","LOG_1052011.zip?2012-1.LOG_1052011.002.CR Face Sheet.pdf","LOG_1052011",""
"CPD 0039026","CPD 0039026","LOG_1052011.zip?2012-1.LOG_1052011.004.CR_Attachment_---_DOCID_825099.pdf","LOG_1052011",""
"CPD 0039027","CPD 0039029","LOG_1052012.zip?2012-1.LOG_1052012.001.CR Summary.pdf","LOG_1052012",""
"CPD 0039030","CPD 0039031","LOG_1052012.zip?2012-1.LOG_1052012.002.CR Face Sheet.pdf","LOG_1052012",""
"CPD 0039032","CPD 0039032","LOG_1052012.zip?2012-1.LOG_1052012.004.CR_Attachment_---_DOCID_825089.pdf","LOG_1052012",""
"CPD 0039033","CPD 0039035","LOG_1052015.zip?2012-1.LOG_1052015.001.CR Summary.pdf","LOG_1052015",""
"CPD 0039036","CPD 0039037","LOG_1052015.zip?2012-1.LOG_1052015.002.CR Face Sheet.pdf","LOG_1052015",""
"CPD 0039038","CPD 0039049","LOG_1052015.zip?2012-1.LOG_1052015.004.CR_Attachment_---_DOCID_839451.pdf","LOG_1052015",""
"CPD 0039050","CPD 0039052","LOG_1052024.zip?2012-1.LOG_1052024.001.CR Summary.pdf","LOG_1052024",""
"CPD 0039053","CPD 0039054","LOG_1052024.zip?2012-1.LOG_1052024.002.CR Face Sheet.pdf","LOG_1052024",""
"CPD 0039055","CPD 0039056","LOG_1052024.zip?2012-1.LOG_1052024.004.CR_Attachment_---_DOCID_825378.pdf","LOG_1052024",""
"CPD 0039057","CPD 0039059","LOG_1052027.zip?2012-1.LOG_1052027.001.CR Summary.pdf","LOG_1052027",""
"CPD 0039060","CPD 0039061","LOG_1052027.zip?2012-1.LOG_1052027.002.CR Face Sheet.pdf","LOG_1052027",""
"CPD 0039062","CPD 0039067","LOG_1052027.zip?2012-1.LOG_1052027.004.CR_Attachment_---_DOCID_837599.pdf","LOG_1052027",""
"CPD 0039068","CPD 0039070","LOG_1052029.zip?2012-1.LOG_1052029.001.CR Summary.pdf","LOG_1052029",""
"CPD 0039071","CPD 0039072","LOG_1052029.zip?2012-1.LOG_1052029.002.CR Face Sheet.pdf","LOG_1052029",""
"CPD 0039073","CPD 0039077","LOG_1052029.zip?2012-1.LOG_1052029.004.CR_Attachment_---_DOCID_825351.pdf","LOG_1052029",""
"CPD 0039078","CPD 0039080","LOG_1052030.zip?2012-1.LOG_1052030.001.CR Summary.pdf","LOG_1052030",""
"CPD 0039081","CPD 0039082","LOG_1052030.zip?2012-1.LOG_1052030.002.CR Face Sheet.pdf","LOG_1052030",""
"CPD 0039083","CPD 0039086","LOG_1052030.zip?2012-1.LOG_1052030.004.CR_Attachment_---_DOCID_825138.pdf","LOG_1052030",""
"CPD 0039087","CPD 0039089","LOG_1052031.zip?2012-1.LOG_1052031.001.CR Summary.pdf","LOG_1052031",""
"CPD 0039090","CPD 0039091","LOG_1052031.zip?2012-1.LOG_1052031.002.CR Face Sheet.pdf","LOG_1052031",""
"CPD 0039092","CPD 0039093","LOG_1052031.zip?2012-1.LOG_1052031.004.CR_Attachment_---_DOCID_825141.pdf","LOG_1052031",""
"CPD 0039094","CPD 0039102","LOG_1052031.zip?2012-1.LOG_1052031.005.CR_Attachment_---_DOCID_839450.pdf","LOG_1052031",""
"CPD 0039103","CPD 0039105","LOG_1052032.zip?2012-1.LOG_1052032.001.CR Summary.pdf","LOG_1052032",""
"CPD 0039106","CPD 0039107","LOG_1052032.zip?2012-1.LOG_1052032.002.CR Face Sheet.pdf","LOG_1052032",""
"CPD 0039108","CPD 0039112","LOG_1052032.zip?2012-1.LOG_1052032.004.CR_Attachment_---_DOCID_825305.pdf","LOG_1052032",""
"CPD 0039113","CPD 0039115","LOG_1052034.zip?2012-1.LOG_1052034.001.CR Summary.pdf","LOG_1052034",""
"CPD 0039116","CPD 0039117","LOG_1052034.zip?2012-1.LOG_1052034.002.CR Face Sheet.pdf","LOG_1052034",""
"CPD 0039118","CPD 0039120","LOG_1052034.zip?2012-1.LOG_1052034.004.CR_Attachment_---_DOCID_825146.pdf","LOG_1052034",""
"CPD 0039121","CPD 0039123","LOG_1052034.zip?2012-1.LOG_1052034.005.CR_Attachment_---_DOCID_825381.pdf","LOG_1052034",""
"CPD 0039124","CPD 0039126","LOG_1052036.zip?2012-1.LOG_1052036.001.CR Summary.pdf","LOG_1052036",""
"CPD 0039127","CPD 0039128","LOG_1052036.zip?2012-1.LOG_1052036.002.CR Face Sheet.pdf","LOG_1052036",""
"CPD 0039129","CPD 0039131","LOG_1052036.zip?2012-1.LOG_1052036.004.CR_Attachment_---_DOCID_825149.pdf","LOG_1052036",""
"CPD 0039132","CPD 0039134","LOG_1052038.zip?2012-1.LOG_1052038.001.CR Summary.pdf","LOG_1052038",""
"CPD 0039135","CPD 0039135","LOG_1052038.zip?2012-1.LOG_1052038.002.CR Face Sheet.pdf","LOG_1052038",""
"CPD 0039136","CPD 0039138","LOG_1052038.zip?2012-1.LOG_1052038.004.CR_Attachment_---_DOCID_825152.pdf","LOG_1052038",""
"CPD 0039139","CPD 0039141","LOG_1052040.zip?2012-1.LOG_1052040.001.CR Summary.pdf","LOG_1052040",""
"CPD 0039142","CPD 0039142","LOG_1052040.zip?2012-1.LOG_1052040.002.CR Face Sheet.pdf","LOG_1052040",""
"CPD 0039143","CPD 0039144","LOG_1052040.zip?2012-1.LOG_1052040.004.CR_Attachment_---_DOCID_825156.pdf","LOG_1052040",""
"CPD 0039145","CPD 0039147","LOG_1052041.zip?2012-1.LOG_1052041.001.CR Summary.pdf","LOG_1052041",""
"CPD 0039148","CPD 0039149","LOG_1052041.zip?2012-1.LOG_1052041.002.CR Face Sheet.pdf","LOG_1052041",""
"CPD 0039150","CPD 0039150","LOG_1052041.zip?2012-1.LOG_1052041.004.CR_Attachment_---_DOCID_825373.pdf","LOG_1052041",""
"CPD 0039151","CPD 0039151","LOG_1052041.zip?2012-1.LOG_1052041.005.CR_Attachment_---_DOCID_878628.pdf","LOG_1052041",""
"CPD 0039152","CPD 0039154","LOG_1052042.zip?2012-1.LOG_1052042.001.CR Summary.pdf","LOG_1052042",""
"CPD 0039155","CPD 0039156","LOG_1052042.zip?2012-1.LOG_1052042.002.CR Face Sheet.pdf","LOG_1052042",""
"CPD 0039157","CPD 0039157","LOG_1052042.zip?2012-1.LOG_1052042.004.CR_Attachment_---_DOCID_825161.pdf","LOG_1052042",""
"CPD 0039158","CPD 0039159","LOG_1052042.zip?2012-1.LOG_1052042.005.CR_Attachment_---_DOCID_825162.pdf","LOG_1052042",""
"CPD 0039160","CPD 0039162","LOG_1052047.zip?2012-1.LOG_1052047.001.CR Summary.pdf","LOG_1052047",""
"CPD 0039163","CPD 0039163","LOG_1052047.zip?2012-1.LOG_1052047.002.CR Face Sheet.pdf","LOG_1052047",""
"CPD 0039164","CPD 0039164","LOG_1052047.zip?2012-1.LOG_1052047.004.CR_Attachment_---_DOCID_825173.pdf","LOG_1052047",""
"CPD 0039165","CPD 0039167","LOG_1052051.zip?2012-1.LOG_1052051.001.CR Summary.pdf","LOG_1052051",""
"CPD 0039168","CPD 0039169","LOG_1052051.zip?2012-1.LOG_1052051.002.CR Face Sheet.pdf","LOG_1052051",""
"CPD 0039170","CPD 0039174","LOG_1052051.zip?2012-1.LOG_1052051.004.CR_Attachment_---_DOCID_825526.pdf","LOG_1052051",""
"CPD 0039175","CPD 0039177","LOG_1052054.zip?2012-1.LOG_1052054.001.CR Summary.pdf","LOG_1052054",""
"CPD 0039178","CPD 0039179","LOG_1052054.zip?2012-1.LOG_1052054.002.CR Face Sheet.pdf","LOG_1052054",""
"CPD 0039180","CPD 0039181","LOG_1052054.zip?2012-1.LOG_1052054.004.CR_Attachment_---_DOCID_825602.pdf","LOG_1052054",""
"CPD 0039182","CPD 0039184","LOG_1052055.zip?2012-1.LOG_1052055.001.CR Summary.pdf","LOG_1052055",""
"CPD 0039185","CPD 0039186","LOG_1052055.zip?2012-1.LOG_1052055.002.CR Face Sheet.pdf","LOG_1052055",""
"CPD 0039187","CPD 0039188","LOG_1052055.zip?2012-1.LOG_1052055.004.CR_Attachment_---_DOCID_825600.pdf","LOG_1052055",""
"CPD 0039189","CPD 0039191","LOG_1052056.zip?2012-1.LOG_1052056.001.CR Summary.pdf","LOG_1052056",""
"CPD 0039192","CPD 0039193","LOG_1052056.zip?2012-1.LOG_1052056.002.CR Face Sheet.pdf","LOG_1052056",""
"CPD 0039194","CPD 0039195","LOG_1052056.zip?2012-1.LOG_1052056.004.CR_Attachment_---_DOCID_825426.pdf","LOG_1052056",""
"CPD 0039196","CPD 0039198","LOG_1052058.zip?2012-1.LOG_1052058.001.CR Summary.pdf","LOG_1052058",""
"CPD 0039199","CPD 0039200","LOG_1052058.zip?2012-1.LOG_1052058.002.CR Face Sheet.pdf","LOG_1052058",""
"CPD 0039201","CPD 0039202","LOG_1052058.zip?2012-1.LOG_1052058.004.CR_Attachment_---_DOCID_825425.pdf","LOG_1052058",""
"CPD 0039203","CPD 0039205","LOG_1052060.zip?2012-1.LOG_1052060.001.CR Summary.pdf","LOG_1052060",""
"CPD 0039206","CPD 0039207","LOG_1052060.zip?2012-1.LOG_1052060.002.CR Face Sheet.pdf","LOG_1052060",""
"CPD 0039208","CPD 0039209","LOG_1052060.zip?2012-1.LOG_1052060.004.CR_Attachment_---_DOCID_825576.pdf","LOG_1052060",""
"CPD 0039210","CPD 0039212","LOG_1052064.zip?2012-1.LOG_1052064.001.CR Summary.pdf","LOG_1052064",""
"CPD 0039213","CPD 0039214","LOG_1052064.zip?2012-1.LOG_1052064.002.CR Face Sheet.pdf","LOG_1052064",""
"CPD 0039215","CPD 0039216","LOG_1052064.zip?2012-1.LOG_1052064.004.CR_Attachment_---_DOCID_825473.pdf","LOG_1052064",""
"CPD 0039217","CPD 0039219","LOG_1052066.zip?2012-1.LOG_1052066.001.CR Summary.pdf","LOG_1052066",""
"CPD 0039220","CPD 0039221","LOG_1052066.zip?2012-1.LOG_1052066.002.CR Face Sheet.pdf","LOG_1052066",""
"CPD 0039222","CPD 0039226","LOG_1052066.zip?2012-1.LOG_1052066.004.CR_Attachment_---_DOCID_825531.pdf","LOG_1052066",""
"CPD 0039227","CPD 0039228","LOG_1052066.zip?2012-1.LOG_1052066.005.CR_Attachment_---_DOCID_825532.pdf","LOG_1052066",""
"CPD 0039229","CPD 0039230","LOG_1052066.zip?2012-1.LOG_1052066.006.CR_Attachment_---_DOCID_825534.pdf","LOG_1052066",""
"CPD 0039231","CPD 0039233","LOG_1052067.zip?2012-1.LOG_1052067.001.CR Summary.pdf","LOG_1052067",""
"CPD 0039234","CPD 0039235","LOG_1052067.zip?2012-1.LOG_1052067.002.CR Face Sheet.pdf","LOG_1052067",""
"CPD 0039236","CPD 0039237","LOG_1052067.zip?2012-1.LOG_1052067.004.CR_Attachment_---_DOCID_825573.pdf","LOG_1052067",""
"CPD 0039238","CPD 0039247","LOG_1052067.zip?2012-1.LOG_1052067.005.CR_Attachment_---_DOCID_825603.pdf","LOG_1052067",""
"CPD 0039248","CPD 0039250","LOG_1052070.zip?2012-1.LOG_1052070.001.CR Summary.pdf","LOG_1052070",""
"CPD 0039251","CPD 0039252","LOG_1052070.zip?2012-1.LOG_1052070.002.CR Face Sheet.pdf","LOG_1052070",""
"CPD 0039253","CPD 0039255","LOG_1052070.zip?2012-1.LOG_1052070.004.CR_Attachment_---_DOCID_825606.pdf","LOG_1052070",""
"CPD 0039256","CPD 0039258","LOG_1052072.zip?2012-1.LOG_1052072.001.CR Summary.pdf","LOG_1052072",""
"CPD 0039259","CPD 0039260","LOG_1052072.zip?2012-1.LOG_1052072.002.CR Face Sheet.pdf","LOG_1052072",""
"CPD 0039261","CPD 0039262","LOG_1052072.zip?2012-1.LOG_1052072.004.CR_Attachment_---_DOCID_825504.pdf","LOG_1052072",""
"CPD 0039263","CPD 0039265","LOG_1052073.zip?2012-1.LOG_1052073.001.CR Summary.pdf","LOG_1052073",""
"CPD 0039266","CPD 0039267","LOG_1052073.zip?2012-1.LOG_1052073.002.CR Face Sheet.pdf","LOG_1052073",""
"CPD 0039268","CPD 0039268","LOG_1052073.zip?2012-1.LOG_1052073.004.CR_Attachment_---_DOCID_825725.pdf","LOG_1052073",""
"CPD 0039269","CPD 0039271","LOG_1052115.zip?2012-1.LOG_1052115.001.CR Summary.pdf","LOG_1052115",""
"CPD 0039272","CPD 0039273","LOG_1052115.zip?2012-1.LOG_1052115.002.CR Face Sheet.pdf","LOG_1052115",""
"CPD 0039274","CPD 0039277","LOG_1052115.zip?2012-1.LOG_1052115.004.CR_Attachment_---_DOCID_826604.pdf","LOG_1052115",""
"CPD 0039278","CPD 0039280","LOG_1052120.zip?2012-1.LOG_1052120.001.CR Summary.pdf","LOG_1052120",""
"CPD 0039281","CPD 0039282","LOG_1052120.zip?2012-1.LOG_1052120.002.CR Face Sheet.pdf","LOG_1052120",""
"CPD 0039283","CPD 0039310","LOG_1052120.zip?2012-1.LOG_1052120.004.CR_Attachment_---_DOCID_826613.pdf","LOG_1052120",""
"CPD 0039311","CPD 0039313","LOG_1052132.zip?2012-1.LOG_1052132.001.CR Summary.pdf","LOG_1052132",""
"CPD 0039314","CPD 0039315","LOG_1052132.zip?2012-1.LOG_1052132.002.CR Face Sheet.pdf","LOG_1052132",""
"CPD 0039316","CPD 0039316","LOG_1052132.zip?2012-1.LOG_1052132.004.CR_Attachment_---_DOCID_826410.pdf","LOG_1052132",""
"CPD 0039317","CPD 0039319","LOG_1052153.zip?2012-1.LOG_1052153.001.CR Summary.pdf","LOG_1052153",""
"CPD 0039320","CPD 0039321","LOG_1052153.zip?2012-1.LOG_1052153.002.CR Face Sheet.pdf","LOG_1052153",""
"CPD 0039322","CPD 0039326","LOG_1052153.zip?2012-1.LOG_1052153.004.CR_Attachment_---_DOCID_826979.pdf","LOG_1052153",""
"CPD 0039327","CPD 0039329","LOG_1052161.zip?2012-1.LOG_1052161.001.CR Summary.pdf","LOG_1052161",""
"CPD 0039330","CPD 0039331","LOG_1052161.zip?2012-1.LOG_1052161.002.CR Face Sheet.pdf","LOG_1052161",""
"CPD 0039332","CPD 0039335","LOG_1052161.zip?2012-1.LOG_1052161.004.CR_Attachment_---_DOCID_826795.pdf","LOG_1052161",""
"CPD 0039336","CPD 0039340","LOG_1052161.zip?2012-1.LOG_1052161.005.CR_Attachment_---_DOCID_826912.pdf","LOG_1052161",""
"CPD 0039341","CPD 0039343","LOG_1052162.zip?2012-1.LOG_1052162.001.CR Summary.pdf","LOG_1052162",""
"CPD 0039344","CPD 0039345","LOG_1052162.zip?2012-1.LOG_1052162.002.CR Face Sheet.pdf","LOG_1052162",""
"CPD 0039346","CPD 0039348","LOG_1052162.zip?2012-1.LOG_1052162.004.CR_Attachment_---_DOCID_826797.pdf","LOG_1052162",""
"CPD 0039349","CPD 0039351","LOG_1052163.zip?2012-1.LOG_1052163.001.CR Summary.pdf","LOG_1052163",""
"CPD 0039352","CPD 0039353","LOG_1052163.zip?2012-1.LOG_1052163.002.CR Face Sheet.pdf","LOG_1052163",""
"CPD 0039354","CPD 0039356","LOG_1052163.zip?2012-1.LOG_1052163.004.CR_Attachment_---_DOCID_833762.pdf","LOG_1052163",""
"CPD 0039357","CPD 0039359","LOG_1052166.zip?2012-1.LOG_1052166.001.CR Summary.pdf","LOG_1052166",""
"CPD 0039360","CPD 0039361","LOG_1052166.zip?2012-1.LOG_1052166.002.CR Face Sheet.pdf","LOG_1052166",""
"CPD 0039362","CPD 0039362","LOG_1052166.zip?2012-1.LOG_1052166.004.CR_Attachment_---_DOCID_826942.pdf","LOG_1052166",""
"CPD 0039363","CPD 0039365","LOG_1052167.zip?2012-1.LOG_1052167.001.CR Summary.pdf","LOG_1052167",""
"CPD 0039366","CPD 0039367","LOG_1052167.zip?2012-1.LOG_1052167.002.CR Face Sheet.pdf","LOG_1052167",""
"CPD 0039368","CPD 0039369","LOG_1052167.zip?2012-1.LOG_1052167.004.CR_Attachment_---_DOCID_827648.pdf","LOG_1052167",""
"CPD 0039370","CPD 0039372","LOG_1052171.zip?2012-1.LOG_1052171.001.CR Summary.pdf","LOG_1052171",""
"CPD 0039373","CPD 0039374","LOG_1052171.zip?2012-1.LOG_1052171.002.CR Face Sheet.pdf","LOG_1052171",""
"CPD 0039375","CPD 0039375","LOG_1052171.zip?2012-1.LOG_1052171.004.CR_Attachment_---_DOCID_827036.pdf","LOG_1052171",""
"CPD 0039376","CPD 0039378","LOG_1052177.zip?2012-1.LOG_1052177.001.CR Summary.pdf","LOG_1052177",""
"CPD 0039379","CPD 0039380","LOG_1052177.zip?2012-1.LOG_1052177.002.CR Face Sheet.pdf","LOG_1052177",""
"CPD 0039381","CPD 0039382","LOG_1052177.zip?2012-1.LOG_1052177.004.CR_Attachment_---_DOCID_827227.pdf","LOG_1052177",""
"CPD 0039383","CPD 0039385","LOG_1052179.zip?2012-1.LOG_1052179.001.CR Summary.pdf","LOG_1052179",""
"CPD 0039386","CPD 0039387","LOG_1052179.zip?2012-1.LOG_1052179.002.CR Face Sheet.pdf","LOG_1052179",""
"CPD 0039388","CPD 0039394","LOG_1052179.zip?2012-1.LOG_1052179.004.CR_Attachment_---_DOCID_827646.pdf","LOG_1052179",""
"CPD 0039395","CPD 0039397","LOG_1052185.zip?2012-1.LOG_1052185.001.CR Summary.pdf","LOG_1052185",""
"CPD 0039398","CPD 0039399","LOG_1052185.zip?2012-1.LOG_1052185.002.CR Face Sheet.pdf","LOG_1052185",""
"CPD 0039400","CPD 0039401","LOG_1052185.zip?2012-1.LOG_1052185.005.CR_Attachment_---_DOCID_827332.pdf","LOG_1052185",""
"CPD 0039402","CPD 0039404","LOG_1052188.zip?2012-1.LOG_1052188.001.CR Summary.pdf","LOG_1052188",""
"CPD 0039405","CPD 0039405","LOG_1052188.zip?2012-1.LOG_1052188.002.CR Face Sheet.pdf","LOG_1052188",""
"CPD 0039406","CPD 0039406","LOG_1052188.zip?2012-1.LOG_1052188.008.CR_Attachment_---_DOCID_827443.pdf","LOG_1052188",""
"CPD 0039407","CPD 0039408","LOG_1052188.zip?2012-1.LOG_1052188.009.CR_Attachment_---_DOCID_827445.pdf","LOG_1052188",""
"CPD 0039409","CPD 0039410","LOG_1052188.zip?2012-1.LOG_1052188.010.CR_Attachment_---_DOCID_827446.pdf","LOG_1052188",""
"CPD 0039411","CPD 0039413","LOG_1052189.zip?2012-1.LOG_1052189.001.CR Summary.pdf","LOG_1052189",""
"CPD 0039414","CPD 0039415","LOG_1052189.zip?2012-1.LOG_1052189.002.CR Face Sheet.pdf","LOG_1052189",""
"CPD 0039416","CPD 0039420","LOG_1052189.zip?2012-1.LOG_1052189.004.CR_Attachment_---_DOCID_827555.pdf","LOG_1052189",""
"CPD 0039421","CPD 0039423","LOG_1052190.zip?2012-1.LOG_1052190.001.CR Summary.pdf","LOG_1052190",""
"CPD 0039424","CPD 0039424","LOG_1052190.zip?2012-1.LOG_1052190.002.CR Face Sheet.pdf","LOG_1052190",""
"CPD 0039425","CPD 0039427","LOG_1052190.zip?2012-1.LOG_1052190.004.CR_Attachment_---_DOCID_827453.pdf","LOG_1052190",""
"CPD 0039428","CPD 0039430","LOG_1052191.zip?2012-1.LOG_1052191.001.CR Summary.pdf","LOG_1052191",""
"CPD 0039431","CPD 0039432","LOG_1052191.zip?2012-1.LOG_1052191.002.CR Face Sheet.pdf","LOG_1052191",""
"CPD 0039433","CPD 0039437","LOG_1052191.zip?2012-1.LOG_1052191.004.CR_Attachment_---_DOCID_827546.pdf","LOG_1052191",""
"CPD 0039438","CPD 0039439","LOG_1052191.zip?2012-1.LOG_1052191.005.CR_Attachment_---_DOCID_827550.pdf","LOG_1052191",""
"CPD 0039440","CPD 0039441","LOG_1052195.zip?2012-1.LOG_1052195.001.CR Summary.pdf","LOG_1052195",""
"CPD 0039442","CPD 0039442","LOG_1052195.zip?2012-1.LOG_1052195.002.CR Face Sheet.pdf","LOG_1052195",""
"CPD 0039443","CPD 0039443","LOG_1052195.zip?2012-1.LOG_1052195.004.CR_Attachment_---_DOCID_827456.pdf","LOG_1052195",""
"CPD 0039444","CPD 0039446","LOG_1052197.zip?2012-1.LOG_1052197.001.CR Summary.pdf","LOG_1052197",""
"CPD 0039447","CPD 0039448","LOG_1052197.zip?2012-1.LOG_1052197.002.CR Face Sheet.pdf","LOG_1052197",""
"CPD 0039449","CPD 0039453","LOG_1052197.zip?2012-1.LOG_1052197.004.CR_Attachment_---_DOCID_827538.pdf","LOG_1052197",""
"CPD 0039454","CPD 0039455","LOG_1052197.zip?2012-1.LOG_1052197.005.CR_Attachment_---_DOCID_827649.pdf","LOG_1052197",""
"CPD 0039456","CPD 0039458","LOG_1052200.zip?2012-1.LOG_1052200.001.CR Summary.pdf","LOG_1052200",""
"CPD 0039459","CPD 0039460","LOG_1052200.zip?2012-1.LOG_1052200.002.CR Face Sheet.pdf","LOG_1052200",""
"CPD 0039461","CPD 0039465","LOG_1052200.zip?2012-1.LOG_1052200.004.CR_Attachment_---_DOCID_827534.pdf","LOG_1052200",""
"CPD 0039466","CPD 0039468","LOG_1052201.zip?2012-1.LOG_1052201.001.CR Summary.pdf","LOG_1052201",""
"CPD 0039469","CPD 0039470","LOG_1052201.zip?2012-1.LOG_1052201.002.CR Face Sheet.pdf","LOG_1052201",""
"CPD 0039471","CPD 0039475","LOG_1052201.zip?2012-1.LOG_1052201.004.CR_Attachment_---_DOCID_827533.pdf","LOG_1052201",""
"CPD 0039476","CPD 0039478","LOG_1052205.zip?2012-1.LOG_1052205.001.CR Summary.pdf","LOG_1052205",""
"CPD 0039479","CPD 0039480","LOG_1052205.zip?2012-1.LOG_1052205.002.CR Face Sheet.pdf","LOG_1052205",""
"CPD 0039481","CPD 0039485","LOG_1052205.zip?2012-1.LOG_1052205.004.CR_Attachment_---_DOCID_828097.pdf","LOG_1052205",""
"CPD 0039486","CPD 0039488","LOG_1052205.zip?2012-1.LOG_1052205.005.CR_Attachment_---_DOCID_828098.pdf","LOG_1052205",""
"CPD 0039489","CPD 0039491","LOG_1052211.zip?2012-1.LOG_1052211.001.CR Summary.pdf","LOG_1052211",""
"CPD 0039492","CPD 0039493","LOG_1052211.zip?2012-1.LOG_1052211.002.CR Face Sheet.pdf","LOG_1052211",""
"CPD 0039494","CPD 0039495","LOG_1052211.zip?2012-1.LOG_1052211.004.CR_Attachment_---_DOCID_828110.pdf","LOG_1052211",""
"CPD 0039496","CPD 0039498","LOG_1052213.zip?2012-1.LOG_1052213.001.CR Summary.pdf","LOG_1052213",""
"CPD 0039499","CPD 0039500","LOG_1052213.zip?2012-1.LOG_1052213.002.CR Face Sheet.pdf","LOG_1052213",""
"CPD 0039501","CPD 0039502","LOG_1052213.zip?2012-1.LOG_1052213.004.CR_Attachment_---_DOCID_827629.pdf","LOG_1052213",""
"CPD 0039503","CPD 0039505","LOG_1052220.zip?2012-1.LOG_1052220.001.CR Summary.pdf","LOG_1052220",""
"CPD 0039506","CPD 0039507","LOG_1052220.zip?2012-1.LOG_1052220.002.CR Face Sheet.pdf","LOG_1052220",""
"CPD 0039508","CPD 0039509","LOG_1052220.zip?2012-1.LOG_1052220.004.CR_Attachment_---_DOCID_827878.pdf","LOG_1052220",""
"CPD 0039510","CPD 0039510","LOG_1052220.zip?2012-1.LOG_1052220.005.CR_Attachment_---_DOCID_827881.pdf","LOG_1052220",""
"CPD 0039511","CPD 0039513","LOG_1052221.zip?2012-1.LOG_1052221.001.CR Summary.pdf","LOG_1052221",""
"CPD 0039514","CPD 0039515","LOG_1052221.zip?2012-1.LOG_1052221.002.CR Face Sheet.pdf","LOG_1052221",""
"CPD 0039516","CPD 0039516","LOG_1052221.zip?2012-1.LOG_1052221.006.CR_Attachment_003_DOCID_837207.pdf","LOG_1052221",""
"CPD 0039517","CPD 0039521","LOG_1052221.zip?2012-1.LOG_1052221.007.CR_Attachment_004_DOCID_837221.PDF","LOG_1052221",""
"CPD 0039522","CPD 0039525","LOG_1052221.zip?2012-1.LOG_1052221.008.CR_Attachment_---_DOCID_837571.PDF","LOG_1052221",""
"CPD 0039526","CPD 0039528","LOG_1052225.zip?2012-1.LOG_1052225.001.CR Summary.pdf","LOG_1052225",""
"CPD 0039529","CPD 0039530","LOG_1052225.zip?2012-1.LOG_1052225.002.CR Face Sheet.pdf","LOG_1052225",""
"CPD 0039531","CPD 0039531","LOG_1052225.zip?2012-1.LOG_1052225.004.CR_Attachment_---_DOCID_827862.pdf","LOG_1052225",""
"CPD 0039532","CPD 0039532","LOG_1052225.zip?2012-1.LOG_1052225.005.CR_Attachment_---_DOCID_827865.pdf","LOG_1052225",""
"CPD 0039533","CPD 0039535","LOG_1052231.zip?2012-1.LOG_1052231.001.CR Summary.pdf","LOG_1052231",""
"CPD 0039536","CPD 0039537","LOG_1052231.zip?2012-1.LOG_1052231.002.CR Face Sheet.pdf","LOG_1052231",""
"CPD 0039538","CPD 0039540","LOG_1052231.zip?2012-1.LOG_1052231.004.CR_Attachment_---_DOCID_827893.pdf","LOG_1052231",""
"CPD 0039541","CPD 0039543","LOG_1052231.zip?2012-1.LOG_1052231.005.CR_Attachment_---_DOCID_827894.pdf","LOG_1052231",""
"CPD 0039544","CPD 0039546","LOG_1052233.zip?2012-1.LOG_1052233.001.CR Summary.pdf","LOG_1052233",""
"CPD 0039547","CPD 0039548","LOG_1052233.zip?2012-1.LOG_1052233.002.CR Face Sheet.pdf","LOG_1052233",""
"CPD 0039549","CPD 0039553","LOG_1052233.zip?2012-1.LOG_1052233.004.CR_Attachment_---_DOCID_827963.pdf","LOG_1052233",""
"CPD 0039554","CPD 0039556","LOG_1052236.zip?2012-1.LOG_1052236.001.CR Summary.pdf","LOG_1052236",""
"CPD 0039557","CPD 0039558","LOG_1052236.zip?2012-1.LOG_1052236.002.CR Face Sheet.pdf","LOG_1052236",""
"CPD 0039559","CPD 0039560","LOG_1052236.zip?2012-1.LOG_1052236.004.CR_Attachment_---_DOCID_827905.pdf","LOG_1052236",""
